,from,to,weight,Class,from-title,to-title,from-publisher, to-publisher,from-time,to-time,from-pub-uri,to-pub-uri,from-url, to-url
English,English1,German1,0.226,Information-Not-Propagated,New bugs- found in Kenya- can help to control major maize pests,Schweizer Künstlerin Franziska Lantz: Schönheit im Hässlichen,Nigeria Sun,taz.de,2020/4/29-7:35:00-,2020/04/29-15:06:00-,nigeriasun.com,taz.de,https://www.nigeriasun.com/news/264880895/new-bugs-found-in-kenya-can-help-to-control-major-maize-pests,https://taz.de/!5681084/
English,English10,English8,0.284,Information-Not-Propagated,"Billie Eilish & Finneas Perform Live Acoustic Concert "" American Songwriter",Letters (April 29- 2020),American Songwriter,Micah Jakob,2020/4/29-6:18:00-,2020/4/29-6:47:00-,americansongwriter.com,theava.com,https://americansongwriter.com/billie-eilish-finneas-perform-live-acoustic-concert/,https://www.theava.com/archives/124670
English,English100,English12,0.386,Information-Not-Propagated,Pruitt guts EPA science panels- will appoint new members,Rex Murphy: In Fort McMurray- it never rains- but it pours,Jim Roberts Realty,National Post,2017/10/31-23:54:00-,2020/04/29-6:08:00-,dothaneagle.com,nationalpost.com,http://www.dothaneagle.com/news/ap/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_e03598b2-1821-5255-8232-8470fe723cf3.html,https://nationalpost.com/opinion/rex-murphy-in-fort-mcmurray-it-never-rains-but-it-pours
English,English101,English990,0.353,Information-Not-Propagated,Earth to overshoot global warming targets- U.N. warns in blunt report,Lawsuit challenges school's policy about passing out Bibles,Yahoo,The Seattle Times,2017/10/31-23:34:00-,2019/01/31-23:11:00-,yahoo.com,seattletimes.com,https://www.yahoo.com/news/apos-track-blow-past-international-170257377.html,https://www.seattletimes.com/nation-world/nation/lawsuit-challenges-schools-policy-about-passing-out-bibles/
English,English102,English599,0.395,Information-Not-Propagated,Can Japan burn flammable ice for energy?,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,GantDaily.com - Local News for Clearfield / State College / Philipsburg / DuBois / And Surrounding Areas,Stereogum,2017/10/31-23:30:00-,2018/06/30-01:09:00-,gantdaily.com,,http://gantdaily.com/2017/10/31/can-japan-burn-flammable-ice-for-energy/,
English,English103,English79,0.23,Information-Not-Propagated,Climate change could reduce number of valuable Maritime trees- ecologist says,Quickly catch up on the day's news: Thursday- November 30,CBC News,Erie News Now - Your News Team,2017/10/31-23:19:00-,2017/11/30-21:58:00-,cbc.ca,erienewsnow.com,http://www.cbc.ca/news/canada/prince-edward-island/pei-acadian-forest-trees-climate-change-anthony-taylor-1.4380349,http://www.erienewsnow.com/story/36966083/quickly-catch-up-on-the-days-news-thursday-november-30
English,English104,English102,0.964,Information-Propagated,Can Japan burn flammable ice for energy? ,Can Japan burn flammable ice for energy?,CNN International,GantDaily.com - Local News for Clearfield / State College / Philipsburg / DuBois / And Surrounding Areas,2017/10/31-23:18:00-,2017/10/31-23:30:00-,edition.cnn.com,gantdaily.com,http://www.cnn.com/2017/10/31/asia/on-japan-flammable-ice/index.html,http://gantdaily.com/2017/10/31/can-japan-burn-flammable-ice-for-energy/
English,English105,English11,0.929,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,All signs point to an active hurricane season,canada.com,Mashable Middle East,2017/10/31-22:50:00-,2020/4/29-6:09:00-,canada.com,me.mashable.com,http://www.canada.com/business/pruitt+guts+science+panels+will+appoint+members/15440009/story.html,https://me.mashable.com/science/10106/all-signs-point-to-an-active-hurricane-season
English,English106,English12,0.482,Unsure,Worrying gap between climate pledges and emissions cuts,Rex Murphy: In Fort McMurray- it never rains- but it pours,Scoop Independent News,National Post,2017/10/31-22:44:00-,2020/4/29-6:08:00-,scoop.co.nz,nationalpost.com,http://www.scoop.co.nz/stories/WO1711/S00008/worrying-gap-between-climate-pledges-and-emissions-cuts.htm,https://nationalpost.com/opinion/rex-murphy-in-fort-mcmurray-it-never-rains-but-it-pours
English,English107,English936,0.316,Information-Not-Propagated,UN: Governments need to do more to meet Paris Agreement goals- Canada's existing emissions targets too low,Feds to investigate spike in gray whale deaths on West Coast,CBC News,KRON 4 News,2017/10/31-22:41:00-,2019/05/31-22:10:00-,cbc.ca,kron4.com,http://www.cbc.ca/news/politics/paris-agreement-alarming-gap-climate-change-canada-no-plan-1.4381128,https://www.kron4.com/news/california/feds-to-investigate-spike-in-gray-whale-deaths-on-west-coast-1/2043033291
English,English108,English105,0.975,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,nwi.com,canada.com,2017/10/31-22:37:00-,2017/10/31-22:50:00-,nwitimes.com,canada.com,http://www.nwitimes.com/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_7a2ab41c-29eb-5459-adc1-ce3174dbacbc.html,http://www.canada.com/business/pruitt+guts+science+panels+will+appoint+members/15440009/story.html
English,English109,English99,0.972,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Callander seeks time capsule items,The Denver Post,North Bay Nugget,2017/10/31-22:36:00-,2017/11/30-18:07:00-,denverpost.com,nugget.ca,http://www.denverpost.com/2017/10/31/scott-pruitt-epa-guts-science-panels/,http://www.nugget.ca/2017/11/30/callander-seeks-time-capsule-items
English,English11,English4,0.246,Information-Not-Propagated,All signs point to an active hurricane season,Coronavirus halts climate research and raises fears of long-term hit to science budgets - The Us Posts,Mashable Middle East,The Us Posts,2020/4/29-6:09:00-,2020/4/29-7:20:00-,me.mashable.com,theusposts.com,https://me.mashable.com/science/10106/all-signs-point-to-an-active-hurricane-season,https://theusposts.com/coronavirus-halts-climate-research-and-raises-fears-of-long-term-hit-to-science-budgets/
English,English110,English841,0.293,Information-Not-Propagated,Pruitt guts EPA science panels- will appoint new members,Hurricane warning for the Azores as Lorenzo approaches after setting intensity records - EntornoInteligente,MPR News,Entorno Inteligente,2017/10/31-22:34:00-,2019/09/30-22:11:00-,mprnews.org,entornointeligente.com,https://www.mprnews.org/story/2017/10/31/pruitt-guts-epa-science-panels-will-appoint-new-members,https://www.entornointeligente.com/hurricane-warning-for-the-azores-as-lorenzo-approaches-after-setting-intensity-records/
English,English111,English936,0.314,Information-Not-Propagated,Top Trump environmental pick said goal of UN &#8216;climate crusade&#8217; is &#8216;all-powerful&#8217; government,Feds to investigate spike in gray whale deaths on West Coast,GantDaily.com - Local News for Clearfield / State College / Philipsburg / DuBois / And Surrounding Areas,KRON 4 News,2017/10/31-22:30:00-,2019/05/31-22:10:00-,gantdaily.com,kron4.com,http://gantdaily.com/2017/10/31/top-trump-environmental-pick-said-goal-of-un-climate-crusade-is-all-powerful-government/,https://www.kron4.com/news/california/feds-to-investigate-spike-in-gray-whale-deaths-on-west-coast-1/2043033291
English,English112,English111,0.962,Information-Propagated,Top Trump environmental pick said goal of UN 'climate crusade' is 'all-powerful' government,Top Trump environmental pick said goal of UN &#8216;climate crusade&#8217; is &#8216;all-powerful&#8217; government,CNN International,GantDaily.com - Local News for Clearfield / State College / Philipsburg / DuBois / And Surrounding Areas,2017/10/31-22:29:00-,2017/10/31-22:30:00-,edition.cnn.com,gantdaily.com,http://www.cnn.com/2017/10/31/politics/kfile-khw-all-powerful-government/index.html,http://gantdaily.com/2017/10/31/top-trump-environmental-pick-said-goal-of-un-climate-crusade-is-all-powerful-government/
English,English113,English108,0.995,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,East Oregonian,nwi.com,2017/10/31-22:23:00-,2017/10/31-22:37:00-,eastoregonian.com,nwitimes.com,http://www.eastoregonian.com/pruitt-guts-epa-science-panels-will-appoint-new-members-eo-ap-webfeeds-news-nation-worldc581432ee50544b593fecedf63d931fc,http://www.nwitimes.com/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_7a2ab41c-29eb-5459-adc1-ce3174dbacbc.html
English,English114,English104,0.245,Information-Not-Propagated,Modern science proves climate change beyond a doubt,Can Japan burn flammable ice for energy? ,Times Union,CNN International,2017/10/31-22:02:00-,2017/10/31-23:18:00-,timesunion.com,edition.cnn.com,http://www.timesunion.com/opinion/article/Modern-science-proves-climate-change-beyond-a-12321181.php,http://www.cnn.com/2017/10/31/asia/on-japan-flammable-ice/index.html
English,English115,English699,0.31,Information-Not-Propagated,Frontline States: Concern Over Deepening Desertification Despite Relocation - leadership.ng,How carbon leak may have led to human civilisation,Leadership,Eastern Mirror,2017/10/31-22:00:00-,2018/07/31-16:19:00-,leadership.ng,easternmirrornagaland.com,http://leadership.ng/2017/10/31/frontline-states-concern-deepening-desertification-despite-relocation/,http://www.easternmirrornagaland.com/how-carbon-leak-may-have-led-to-human-civilisation/
English,English116,English529,0.315,Information-Not-Propagated,The advent of 'green' cattle - ScienceBlog.com,News of the Day From Around the World,ScienceBlog.com,San Francisco Gate,2017/10/31-22:00:00-,2018/04/30-20:45:00-,scienceblog.com,sfgate.com,https://scienceblog.com/497166/advent-green-cattle/,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php
English,English117,English15,0.819,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Decreasing land available for biodiversity offsetting- conservationists warn,LaCrosse Tribune,UPI News Agency - United Press International,2017/10/31-21:55:00-,2020/4/29-5:51:00-,lacrossetribune.com,upi.com,http://lacrossetribune.com/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_52cf67b1-5c81-5de6-9318-a5a6684efd4d.html,https://www.upi.com/Science_News/2020/04/29/Decreasing-land-available-for-biodiversity-offsetting-conservationists-warn/5471588171415/
English,English118,English119,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Sun Herald,Miami Herald,2017/10/31-21:55:00-,2017/10/31-21:55:00-,sunherald.com,miamiherald.com,http://www.sunherald.com/news/business/article181944621.html,http://www.miamiherald.com/news/article181944621.html
English,English119,English118,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Miami Herald,Sun Herald,2017/10/31-21:55:00-,2017/10/31-21:55:00-,miamiherald.com,sunherald.com,http://www.miamiherald.com/news/article181944621.html,http://www.sunherald.com/news/business/article181944621.html
English,English12,English9,0.226,Information-Not-Propagated,Rex Murphy: In Fort McMurray- it never rains- but it pours,What The New Market Paradigm Would Look Like,National Post,Seeking Alpha,2020/4/29-6:08:00-,2020/4/29-6:31:00-,nationalpost.com,seekingalpha.com,https://nationalpost.com/opinion/rex-murphy-in-fort-mcmurray-it-never-rains-but-it-pours,https://seekingalpha.com/article/4341074-what-new-market-paradigm-look-like
English,English120,English884,0.299,Information-Not-Propagated,UNEP calls for urgent- bolder actions to tackle huge gaps in climate targets,Editorial: Don't stall fuel standards,Xinhuanet.com,Times Union,2017/10/31-21:55:00-,2019/07/31-22:54:00-,news.xinhuanet.com,timesunion.com,http://news.xinhuanet.com/english/2017-11/01/c_136718367.htm,https://www.timesunion.com/opinion/article/Editorial-Don-t-stall-fuel-standards-14271335.php
English,English121,English108,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Associated Press,nwi.com,2017/10/31-21:54:00-,2017/10/31-22:37:00-,hosted.ap.org,nwitimes.com,http://hosted.ap.org/dynamic/stories/U/US_EPA_PRUITT_SCIENCE?SITE=PASTR&SECTION=HOME&TEMPLATE=DEFAULT,http://www.nwitimes.com/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_7a2ab41c-29eb-5459-adc1-ce3174dbacbc.html
English,English122,English100,0.276,Information-Not-Propagated,Ratchet up spending to meet crucial climate goals - report,Pruitt guts EPA science panels- will appoint new members,Thomson Reuters Fdn,Jim Roberts Realty,2017/10/31-21:54:00-,2017/10/31-23:54:00-,news.trust.org,dothaneagle.com,http://news.trust.org/item/20171031214251-2bilo/,http://www.dothaneagle.com/news/ap/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_e03598b2-1821-5255-8232-8470fe723cf3.html
English,English123,English113,0.991,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Fox Business,East Oregonian,2017/10/31-21:53:00-,2017/10/31-22:23:00-,foxbusiness.com,eastoregonian.com,http://www.foxbusiness.com/markets/2017/10/31/pruitt-guts-epa-science-panels-will-appoint-new-members.html,http://www.eastoregonian.com/pruitt-guts-epa-science-panels-will-appoint-new-members-eo-ap-webfeeds-news-nation-worldc581432ee50544b593fecedf63d931fc
English,English124,English15,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Decreasing land available for biodiversity offsetting- conservationists warn,Muscatine Journal,UPI News Agency - United Press International,2017/10/31-21:53:00-,2020/4/29-5:51:00-,muscatinejournal.com,upi.com,http://muscatinejournal.com/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_391e50d1-6ce6-535f-8056-5aa83e73f20d.html,https://www.upi.com/Science_News/2020/04/29/Decreasing-land-available-for-biodiversity-offsetting-conservationists-warn/5471588171415/
English,English125,English105,0.96,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Philly.com,canada.com,2017/10/31-21:52:00-,2017/10/31-22:50:00-,philly.com,canada.com,http://www.philly.com/philly/news/politics/presidential/20171031_ap_c581432ee50544b593fecedf63d931fc.html,http://www.canada.com/business/pruitt+guts+science+panels+will+appoint+members/15440009/story.html
English,English126,English123,0.957,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,WSOC-TV,Fox Business,2017/10/31-21:44:00-,2017/10/31-21:53:00-,wsoctv.com,foxbusiness.com,https://www.wsoctv.com/news/national-news/ap-top-news/pruitt-guts-epa-science-panels-will-appoint-new-members/635073103,http://www.foxbusiness.com/markets/2017/10/31/pruitt-guts-epa-science-panels-will-appoint-new-members.html
English,English127,English124,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,The Beaumont Enterprise,Muscatine Journal,2017/10/31-21:44:00-,2017/10/31-21:53:00-,beaumontenterprise.com,muscatinejournal.com,http://www.beaumontenterprise.com/news/science/article/Pruitt-guts-EPA-science-panels-will-appoint-new-12321076.php,http://muscatinejournal.com/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_391e50d1-6ce6-535f-8056-5aa83e73f20d.html
English,English128,English113,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Seattle Pi,East Oregonian,2017/10/31-21:44:00-,2017/10/31-22:23:00-,seattlepi.com,eastoregonian.com,http://www.seattlepi.com/news/science/article/Pruitt-guts-EPA-science-panels-will-appoint-new-12321076.php,http://www.eastoregonian.com/pruitt-guts-epa-science-panels-will-appoint-new-members-eo-ap-webfeeds-news-nation-worldc581432ee50544b593fecedf63d931fc
English,English129,English13,0.931,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,The real climate change deniers,WAFB,Marc Morano,2017/10/31-21:44:00-,2020/4/29-6:01:00-,wafb.com,climatedepot.com,http://www.wafb.com/story/36730319/pruitt-guts-epa-science-panels-will-appoint-new-members,https://www.climatedepot.com/2020/04/29/the-real-climate-change-deniers/
English,English13,English11,0.464,Unsure,The real climate change deniers,All signs point to an active hurricane season,Marc Morano,Mashable Middle East,2020/4/29-6:01:00-,2020/4/29-6:09:00-,climatedepot.com,me.mashable.com,https://www.climatedepot.com/2020/04/29/the-real-climate-change-deniers/,https://me.mashable.com/science/10106/all-signs-point-to-an-active-hurricane-season
English,English130,English599,0.293,Information-Not-Propagated,Pruitt guts EPA science panels,The Black Market: Tomb Mold- Immortal- And More Of The Best New Metal Of June 2018,The Detroit News,Stereogum,2017/10/31-21:44:00-,2018/06/30-01:09:00-,detroitnews.com,,http://www.detroitnews.com/story/news/nation/2017/10/31/scott-pruitt-guts-epa-science-panels/107208956/,
English,English131,English529,0.392,Information-Not-Propagated,Scott Pruitt just destroyed one of the EPA's core safeguards- and we may never get it back,News of the Day From Around the World,Mashable,San Francisco Gate,2017/10/31-21:44:00-,2018/04/30-20:45:00-,mashable.com,sfgate.com,http://mashable.com/2017/10/31/pruitt-epa-signs-directive-banning-scientists-advisory-boards/,https://www.sfgate.com/world/article/News-of-the-Day-From-Around-the-World-12875649.php
English,English132,English14,0.998,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Question climate 'authority',The Spokesman Review,Marc Morano,2017/10/31-21:43:00-,2020/4/29-6:00:00-,spokesman.com,climatedepot.com,http://www.spokesman.com/stories/2017/oct/31/pruitt-guts-epa-science-panels-will-appoint-new-me/,https://www.climatedepot.com/2020/04/29/question-climate-authority/
English,English133,English134,1,Information-Propagated,The Colorado Springs Gazette,Pruitt guts EPA science panels- will appoint new members,Associated Press,Associated Press,2017/10/31-21:33:00-,2017/10/31-21:33:00-,hosted.ap.org,hosted.ap.org,http://hosted.ap.org/dynamic/stories/U/US_EPA_PRUITT_SCIENCE?SITE=COCOL&SECTION=HOME&TEMPLATE=DEFAULT,http://hosted.ap.org/dynamic/stories/U/US_EPA_PRUITT_SCIENCE?SITE=NDBIS&SECTION=HOME&TEMPLATE=DEFAULT
English,English134,English121,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Associated Press,Associated Press,2017/10/31-21:33:00-,2017/10/31-21:54:00-,hosted.ap.org,hosted.ap.org,http://hosted.ap.org/dynamic/stories/U/US_EPA_PRUITT_SCIENCE?SITE=NDBIS&SECTION=HOME&TEMPLATE=DEFAULT,http://hosted.ap.org/dynamic/stories/U/US_EPA_PRUITT_SCIENCE?SITE=PASTR&SECTION=HOME&TEMPLATE=DEFAULT
English,English135,English136,0.993,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,The TimesDaily,Houston Chronicle,2017/10/31-21:27:00-,2017/10/31-21:27:00-,timesdaily.com,houstonchronicle.com,http://www.timesdaily.com/business/pruitt-guts-epa-science-panels-will-appoint-new-members/article_a2c61925-9906-55d5-a9c8-8866541f7cac.html,http://www.houstonchronicle.com/news/science/article/Pruitt-guts-EPA-science-panels-will-appoint-new-12321076.php
English,English136,English127,1,Information-Propagated,Pruitt guts EPA science panels- will appoint new members,Pruitt guts EPA science panels- will appoint new members,Houston Chronicle,The Beaumont Enterprise,2017/10/31-21:27:00-,2017/10/31-21:44:00-,houstonchronicle.com,beaumontenterprise.com,http://www.houstonchronicle.com/news/science/article/Pruitt-guts-EPA-science-panels-will-appoint-new-12321076.php,http://www.beaumontenterprise.com/news/science/article/Pruitt-guts-EPA-science-panels-will-appoint-new-12321076.php
